satelite,municipio,estado,numero_dias_sem_chuva,precipitacao,bioma,frp
GOES-19,COXIM,MATO GROSSO DO SUL,10.0,0.0,Cerrado,88.9
GOES-19,SANTA RITA DE CÁSSIA,BAHIA,7.0,0.0,Cerrado,102.8
GOES-19,PARANATINGA,MATO GROSSO,5.0,0.0,Amazônia,69.1
GOES-19,SANTA RITA DE CÁSSIA,BAHIA,6.0,0.0,Cerrado,89.2
GOES-19,SANTA RITA DE CÁSSIA,BAHIA,7.0,0.0,Cerrado,94.5
GOES-19,COXIM,MATO GROSSO DO SUL,10.0,0.0,Cerrado,64.4
GOES-19,SANTA RITA DE CÁSSIA,BAHIA,7.0,0.0,Cerrado,191.1
GOES-19,MATEIROS,TOCANTINS,7.0,0.0,Cerrado,58.7
NPP-375,MINEIROS,GOIÁS,10.0,0.0,Cerrado,47.0
GOES-19,FORMOSO DO ARAGUAIA,TOCANTINS,6.0,0.0,Cerrado,107.4
NPP-375,SÃO PEDRO DO IVAÍ,PARANÁ,0.0,0.0,Mata Atlântica,12.6
NPP-375,PALMITAL,PARANÁ,0.0,3.45,Mata Atlântica,8.4
AQUA_M-T,SANTA MARIA DO OESTE,PARANÁ,0.0,0.2,Mata Atlântica,17.3
AQUA_M-T,BITURUNA,PARANÁ,7.0,2.63,Mata Atlântica,63.1
AQUA_M-T,SANTA MARIA DO OESTE,PARANÁ,0.0,0.2,Mata Atlântica,48.5
NPP-375,SÃO GABRIEL DO OESTE,MATO GROSSO DO SUL,10.0,0.0,Cerrado,48.0
GOES-19,GAÚCHA DO NORTE,MATO GROSSO,12.0,0.0,Amazônia,197.5
NPP-375,VILA BELA DA SANTÍSSIMA TRINDADE,MATO GROSSO,0.0,0.0,Amazônia,5.0
NPP-375,TANGARÁ DA SERRA,MATO GROSSO,2.0,0.0,Cerrado,4.1
AQUA_M-T,JABORANDI,BAHIA,8.0,0.0,Cerrado,212.6
AQUA_M-T,SANTA RITA DE CÁSSIA,BAHIA,7.0,0.0,Cerrado,34.2
AQUA_M-T,SÃO GABRIEL DO OESTE,MATO GROSSO DO SUL,9.0,0.0,Cerrado,55.8
AQUA_M-T,COCOS,BAHIA,8.0,0.0,Cerrado,50.9
AQUA_M-T,GAÚCHA DO NORTE,MATO GROSSO,12.0,0.0,Amazônia,386.1
AQUA_M-T,BURITIS,MINAS GERAIS,8.0,0.0,Cerrado,7.5
AQUA_M-T,DUERÉ,TOCANTINS,6.0,0.0,Cerrado,15.2
AQUA_M-T,DARCINÓPOLIS,TOCANTINS,1.0,0.7,Cerrado,8.6
AQUA_M-T,PINDORAMA DO TOCANTINS,TOCANTINS,1.0,0.0,Cerrado,8.7
AQUA_M-T,PEDRO AFONSO,TOCANTINS,6.0,0.0,Cerrado,21.2
AQUA_M-T,LANDRI SALES,PIAUÍ,7.0,0.0,Cerrado,20.9
GOES-19,DUERÉ,TOCANTINS,6.0,0.0,Cerrado,72.2
GOES-19,LAGOA DA CONFUSÃO,TOCANTINS,6.0,0.0,Cerrado,48.4
GOES-19,DUERÉ,TOCANTINS,6.0,0.0,Cerrado,50.2
GOES-19,CHAPADINHA,MARANHÃO,3.0,0.0,Cerrado,115.9
GOES-19,QUERÊNCIA,MATO GROSSO,5.0,0.0,Amazônia,81.3
GOES-19,SANTA RITA DE CÁSSIA,BAHIA,7.0,0.0,Cerrado,103.2
GOES-19,NAZARÉ DO PIAUÍ,PIAUÍ,13.0,0.0,Caatinga,83.2
GOES-19,PARANATINGA,MATO GROSSO,5.0,0.0,Amazônia,117.0
GOES-19,PARANATINGA,MATO GROSSO,5.0,0.0,Amazônia,100.2
GOES-19,COCOS,BAHIA,8.0,0.0,Cerrado,88.9
GOES-19,SANTA RITA DE CÁSSIA,BAHIA,7.0,0.0,Cerrado,70.0
GOES-19,PARANATINGA,MATO GROSSO,5.0,0.0,Amazônia,96.7
GOES-19,JABORANDI,BAHIA,8.0,0.0,Cerrado,81.2
GOES-19,BARRA DO CHAPÉU,SÃO PAULO,0.0,0.27,Mata Atlântica,113.6
GOES-19,CANTO DO BURITI,PIAUÍ,7.0,0.0,Caatinga,70.6
GOES-19,CANTO DO BURITI,PIAUÍ,7.0,0.0,Caatinga,107.8
GOES-19,TANQUE DO PIAUÍ,PIAUÍ,14.0,0.0,Caatinga,78.0
TERRA_M-M,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,2.0,0.0,Amazônia,11.7
TERRA_M-M,OEIRAS,PIAUÍ,14.0,0.0,Caatinga,41.8
TERRA_M-M,CANTO DO BURITI,PIAUÍ,8.0,0.0,Caatinga,52.9
TERRA_M-M,OEIRAS,PIAUÍ,14.0,0.0,Caatinga,35.2
GOES-19,CANTO DO BURITI,PIAUÍ,8.0,0.0,Caatinga,77.2
GOES-19,CANTO DO BURITI,PIAUÍ,8.0,0.0,Caatinga,62.0
GOES-19,CANTO DO BURITI,PIAUÍ,8.0,0.0,Caatinga,86.0
NPP-375D,OEIRAS,PIAUÍ,15.0,0.0,Caatinga,7.7
NPP-375D,CANTO DO BURITI,PIAUÍ,8.0,0.0,Caatinga,21.7
NPP-375D,BAIANÓPOLIS,BAHIA,8.0,0.0,Cerrado,1.7
NPP-375D,XIQUE-XIQUE,BAHIA,8.0,0.0,Caatinga,1.5
NPP-375D,COCOS,BAHIA,9.0,0.0,Cerrado,2.1
NPP-375D,JABORANDI,BAHIA,9.0,0.0,Cerrado,1.1
NPP-375D,COCOS,BAHIA,9.0,0.0,Cerrado,3.0
NOAA-20,CANTO DO BURITI,PIAUÍ,8.0,0.0,Caatinga,7.3
NOAA-20,SANTA RITA DE CÁSSIA,BAHIA,8.0,0.0,Cerrado,3.8
NOAA-20,JABORANDI,BAHIA,9.0,0.0,Cerrado,1.8
NOAA-20,PAULO DE FARIA,SÃO PAULO,11.0,0.0,Mata Atlântica,1.9
NOAA-20,JABORANDI,BAHIA,9.0,0.0,Cerrado,2.3
NOAA-21,GOIANÉSIA DO PARÁ,PARÁ,1.0,7.12,Amazônia,0.9
NOAA-21,JABORANDI,BAHIA,9.0,0.0,Cerrado,2.4
NOAA-21,GAÚCHA DO NORTE,MATO GROSSO,13.0,0.0,Amazônia,2.0
NOAA-21,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,2.0,0.0,Amazônia,10.0
NOAA-21,FELIZ NATAL,MATO GROSSO,6.0,0.0,Amazônia,1.8
NOAA-21,CANARANA,MATO GROSSO,11.0,0.0,Cerrado,1.7
NOAA-21,NATIVIDADE,TOCANTINS,7.0,0.0,Cerrado,3.6
NOAA-21,GAÚCHA DO NORTE,MATO GROSSO,13.0,0.0,Amazônia,2.5
NOAA-21,QUIRINÓPOLIS,GOIÁS,10.0,0.0,Mata Atlântica,0.9
NOAA-21,IRATI,PARANÁ,0.0,36.57,Mata Atlântica,0.9
NPP-375D,JUÍNA,MATO GROSSO,4.0,0.0,Amazônia,1.1
NPP-375D,CANTO DO BURITI,PIAUÍ,8.0,0.0,Caatinga,42.2
NPP-375D,SANTA RITA DE CÁSSIA,BAHIA,8.0,0.0,Cerrado,3.7
NPP-375D,ARIPUANÃ,MATO GROSSO,0.0,0.0,Amazônia,2.3
NPP-375D,SANTA RITA DE CÁSSIA,BAHIA,8.0,0.0,Cerrado,1.8
NPP-375D,PARANATINGA,MATO GROSSO,5.0,0.0,Amazônia,2.1
NPP-375D,JABORANDI,BAHIA,9.0,0.0,Cerrado,2.3
NPP-375D,GAÚCHA DO NORTE,MATO GROSSO,13.0,0.0,Amazônia,2.0
NPP-375D,JABORANDI,BAHIA,9.0,0.0,Cerrado,3.0
NPP-375D,PARANATINGA,MATO GROSSO,6.0,0.0,Amazônia,1.1
NPP-375D,JABORANDI,BAHIA,9.0,0.0,Cerrado,2.3
NPP-375D,QUERÊNCIA,MATO GROSSO,5.0,0.0,Amazônia,0.9
NPP-375D,CASSILÂNDIA,MATO GROSSO DO SUL,10.0,0.0,Cerrado,1.2
NPP-375D,ANASTÁCIO,MATO GROSSO DO SUL,3.0,1.45,Cerrado,1.2
NOAA-20,SANTA CARMEM,MATO GROSSO,4.0,0.0,Amazônia,0.6
NOAA-20,GAÚCHA DO NORTE,MATO GROSSO,13.0,0.0,Amazônia,2.0
NOAA-20,GAÚCHA DO NORTE,MATO GROSSO,13.0,0.0,Amazônia,1.9
NOAA-20,FELIZ NATAL,MATO GROSSO,9.0,0.0,Amazônia,0.6
NOAA-20,GAÚCHA DO NORTE,MATO GROSSO,13.0,0.0,Amazônia,2.1
TERRA_M-T,BRASNORTE,MATO GROSSO,7.0,0.0,Cerrado,10.2
GOES-19,NAZARÉ DO PIAUÍ,PIAUÍ,14.0,0.0,Caatinga,96.4
GOES-19,PIUM,TOCANTINS,5.0,0.0,Cerrado,102.1
TERRA_M-T,PARANAVAÍ,PARANÁ,0.0,6.08,Mata Atlântica,26.9
GOES-19,SANTA RITA DE CÁSSIA,BAHIA,8.0,0.0,Cerrado,364.3
GOES-19,LAGOA DA CONFUSÃO,TOCANTINS,7.0,0.0,Cerrado,148.7
GOES-19,PARANATINGA,MATO GROSSO,6.0,0.0,Amazônia,69.7
GOES-19,LAGOA DA CONFUSÃO,TOCANTINS,3.0,0.0,Cerrado,79.2
GOES-19,CANTO DO BURITI,PIAUÍ,8.0,0.0,Caatinga,80.9
GOES-19,PARANATINGA,MATO GROSSO,5.0,0.0,Amazônia,80.4
GOES-19,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,2.0,0.0,Amazônia,53.5
GOES-19,PIUM,TOCANTINS,5.0,0.0,Cerrado,183.2
NOAA-21,LAGOA GRANDE,PERNAMBUCO,7.0,0.1,Caatinga,3.6
NOAA-21,LAGOA DO MATO,MARANHÃO,8.0,0.0,Cerrado,14.9
GOES-19,PARANATINGA,MATO GROSSO,5.0,0.0,Amazônia,74.8
NPP-375,SÃO ROQUE DE MINAS,MINAS GERAIS,11.0,0.0,Cerrado,22.6
NPP-375,FRANCISCO SÁ,MINAS GERAIS,9.0,0.0,Cerrado,7.7
NPP-375,CAPELA,ALAGOAS,5.0,0.1,Mata Atlântica,4.8
NPP-375,CRISTALÂNDIA,TOCANTINS,6.0,0.0,Cerrado,6.3
NPP-375,LAGOA DA CONFUSÃO,TOCANTINS,7.0,0.0,Cerrado,30.3
NPP-375,LAGOA DA CONFUSÃO,TOCANTINS,7.0,0.0,Cerrado,12.3
NPP-375,RIACHÃO,MARANHÃO,8.0,0.1,Cerrado,6.3
NPP-375,IGUATU,CEARÁ,14.0,0.31,Caatinga,40.0
NPP-375,RIACHÃO,MARANHÃO,9.0,0.1,Cerrado,12.8
NPP-375,CANTO DO BURITI,PIAUÍ,8.0,0.0,Caatinga,6.2
NPP-375,IGUATU,CEARÁ,13.0,0.49,Caatinga,4.1
NPP-375,BENEDITO LEITE,MARANHÃO,8.0,0.0,Cerrado,29.6
NPP-375,BRASILÂNDIA DO TOCANTINS,TOCANTINS,2.0,0.0,Cerrado,3.5
NPP-375,SANTA FILOMENA DO MARANHÃO,MARANHÃO,4.0,0.91,Cerrado,7.8
NOAA-20,CAÇADOR,SANTA CATARINA,2.0,24.27,Mata Atlântica,8.2
NOAA-20,SALMOURÃO,SÃO PAULO,2.0,0.0,Mata Atlântica,11.2
NOAA-20,ITAÍ,SÃO PAULO,2.0,0.0,Cerrado,19.8
NOAA-20,MONTE DO CARMO,TOCANTINS,3.0,0.25,Cerrado,6.8
NOAA-20,PIUM,TOCANTINS,5.0,0.0,Cerrado,6.7
NOAA-20,LAGOA DA CONFUSÃO,TOCANTINS,3.0,0.0,Cerrado,12.2
NOAA-20,PARANATINGA,MATO GROSSO,6.0,0.0,Amazônia,8.7
NOAA-20,PEDRO ALEXANDRE,BAHIA,3.0,0.0,Caatinga,3.1
NOAA-20,PARANATINGA,MATO GROSSO,5.0,0.0,Amazônia,10.7
NOAA-20,CAIAPÔNIA,GOIÁS,11.0,0.0,Cerrado,10.4
NOAA-20,LAGOA DA CONFUSÃO,TOCANTINS,5.0,0.0,Cerrado,23.7
NOAA-20,LAGOA DA CONFUSÃO,TOCANTINS,6.0,0.0,Cerrado,5.6
NOAA-20,SANTA RITA DE CÁSSIA,BAHIA,7.0,0.0,Cerrado,16.8
NOAA-20,MONTE SANTO DO TOCANTINS,TOCANTINS,4.0,0.0,Cerrado,2.8
NOAA-20,SANTA FILOMENA DO MARANHÃO,MARANHÃO,4.0,0.93,Cerrado,14.9
NOAA-20,SÃO JOSÉ DO BELMONTE,PERNAMBUCO,15.0,0.0,Caatinga,21.4
NOAA-20,FLORIANO,PIAUÍ,8.0,0.0,Caatinga,11.8
NOAA-20,BENEDITO LEITE,MARANHÃO,8.0,0.0,Cerrado,3.8
NOAA-20,PAU D'ARCO,TOCANTINS,0.0,1.62,Amazônia,5.6
NOAA-20,PIRACURUCA,PIAUÍ,4.0,2.33,Caatinga,10.1
NOAA-20,LIZARDA,TOCANTINS,7.0,0.0,Cerrado,10.3
NOAA-20,RIACHÃO,MARANHÃO,9.0,0.1,Cerrado,10.1
NOAA-20,PIRACURUCA,PIAUÍ,4.0,2.36,Caatinga,4.8
NOAA-20,RONDON DO PARÁ,PARÁ,3.0,0.57,Amazônia,7.0
NOAA-20,JERUMENHA,PIAUÍ,8.0,0.0,Cerrado,9.8
NOAA-20,ÓBIDOS,PARÁ,0.0,10.49,Amazônia,5.7
AQUA_M-T,BENEDITO LEITE,MARANHÃO,8.0,0.0,Cerrado,55.7
NOAA-21,CAMPO MAGRO,PARANÁ,2.0,0.1,Mata Atlântica,6.3
NOAA-21,MAIRINQUE,SÃO PAULO,2.0,0.0,Mata Atlântica,8.1
NOAA-21,RIO DO SUL,SANTA CATARINA,2.0,12.37,Mata Atlântica,15.1
NOAA-21,ITARIRI,SÃO PAULO,11.0,0.0,Mata Atlântica,4.0
NOAA-21,SANTA ROSA DE LIMA,SANTA CATARINA,2.0,10.05,Mata Atlântica,3.0
NOAA-21,RIO NEGRINHO,SANTA CATARINA,1.0,8.4,Mata Atlântica,12.9
NOAA-21,CERRO AZUL,PARANÁ,0.0,0.8,Mata Atlântica,3.3
NOAA-21,GUAPIARA,SÃO PAULO,2.0,0.0,Mata Atlântica,5.7
NOAA-21,SÃO PEDRO DO TURVO,SÃO PAULO,2.0,0.0,Cerrado,11.2
NOAA-21,CAMAPUÃ,MATO GROSSO DO SUL,4.0,0.0,Cerrado,4.6
NOAA-21,MONTE CARMELO,MINAS GERAIS,11.0,0.0,Cerrado,5.3
NOAA-21,DUERÉ,TOCANTINS,3.0,0.0,Cerrado,6.6
NOAA-21,PADRE BERNARDO,GOIÁS,2.0,0.0,Cerrado,5.7
NOAA-21,FELIZ NATAL,MATO GROSSO,6.0,0.0,Amazônia,13.5
NOAA-21,GAÚCHA DO NORTE,MATO GROSSO,13.0,0.0,Amazônia,8.1
NOAA-21,LAGOA DA CONFUSÃO,TOCANTINS,4.0,0.0,Cerrado,6.5
NOAA-21,TANGARÁ DA SERRA,MATO GROSSO,4.0,0.0,Cerrado,6.8
NOAA-21,TANGARÁ DA SERRA,MATO GROSSO,4.0,0.0,Cerrado,5.7
NOAA-21,CONCEIÇÃO DO TOCANTINS,TOCANTINS,8.0,0.0,Cerrado,3.5
NOAA-21,BRASNORTE,MATO GROSSO,4.0,0.04,Amazônia,1.5
NOAA-21,NOVA MARINGÁ,MATO GROSSO,10.0,0.0,Amazônia,17.7
NOAA-21,CAIAPÔNIA,GOIÁS,11.0,0.0,Cerrado,5.1
NOAA-21,NOVA MARINGÁ,MATO GROSSO,5.0,0.0,Amazônia,8.9
NOAA-21,RIACHÃO,MARANHÃO,8.0,0.1,Cerrado,4.4
NOAA-21,CAROLINA,MARANHÃO,0.0,0.01,Cerrado,4.9
NOAA-21,BENEDITO LEITE,MARANHÃO,8.0,0.0,Cerrado,16.9
NPP-375,SÃO PEDRO DO TURVO,SÃO PAULO,2.0,0.0,Cerrado,6.6
NPP-375,CASTRO,PARANÁ,0.0,1.02,Mata Atlântica,10.6
NPP-375,MARUMBI,PARANÁ,0.0,9.84,Mata Atlântica,4.2
NPP-375,NOVA ANDRADINA,MATO GROSSO DO SUL,0.0,3.01,Cerrado,4.8
NPP-375,OURINHOS,SÃO PAULO,2.0,0.0,Mata Atlântica,6.7
NPP-375,PARANAPOEMA,PARANÁ,0.0,4.84,Mata Atlântica,3.7
NPP-375,NOVA MUTUM,MATO GROSSO,4.0,0.0,Cerrado,4.7
NPP-375,MINEIROS,GOIÁS,11.0,0.0,Cerrado,4.8
NPP-375,PARANATINGA,MATO GROSSO,5.0,0.0,Amazônia,5.2
NPP-375,MARCELÂNDIA,MATO GROSSO,4.0,0.21,Amazônia,11.7
NPP-375,BRASNORTE,MATO GROSSO,4.0,0.0,Amazônia,2.9
NPP-375,PIUM,TOCANTINS,5.0,0.0,Cerrado,11.1
NPP-375,CANUTAMA,AMAZONAS,1.0,0.7,Amazônia,3.3
NPP-375,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,2.0,0.0,Amazônia,19.8
NPP-375,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,2.0,0.0,Amazônia,18.7
NPP-375,LAGOA DA CONFUSÃO,TOCANTINS,4.0,0.0,Cerrado,36.4
NPP-375,LAGOA DA CONFUSÃO,TOCANTINS,3.0,0.0,Cerrado,9.7
NOAA-20,GAÚCHA DO NORTE,MATO GROSSO,13.0,0.0,Amazônia,24.1
NOAA-20,MARCELÂNDIA,MATO GROSSO,4.0,0.07,Amazônia,15.6
NOAA-20,BRASILÉIA,ACRE,4.0,0.0,Amazônia,11.0
NOAA-20,CRUZEIRO DO SUL,ACRE,0.0,2.45,Amazônia,6.4
GOES-19,BREJINHO DE NAZARÉ,TOCANTINS,6.0,0.5,Cerrado,68.6
AQUA_M-T,BELA VISTA DO TOLDO,SANTA CATARINA,0.0,16.66,Mata Atlântica,11.2
AQUA_M-T,BRASNORTE,MATO GROSSO,8.0,0.0,Cerrado,91.6
AQUA_M-T,BRASNORTE,MATO GROSSO,10.0,0.0,Cerrado,197.0
GOES-19,FLORIANO,PIAUÍ,8.0,0.0,Caatinga,123.7
GOES-19,BRASNORTE,MATO GROSSO,10.0,0.0,Cerrado,125.6
GOES-19,SANTA RITA DE CÁSSIA,BAHIA,8.0,0.0,Cerrado,140.8
GOES-19,SANTA RITA DE CÁSSIA,BAHIA,8.0,0.0,Cerrado,358.8
GOES-19,PARANÃ,TOCANTINS,8.0,0.0,Cerrado,67.4
GOES-19,SANTA RITA DE CÁSSIA,BAHIA,8.0,0.0,Cerrado,122.5
GOES-19,FLORIANO,PIAUÍ,8.0,0.0,Cerrado,220.0
GOES-19,DIAMANTINO,MATO GROSSO,9.0,0.0,Cerrado,137.2
GOES-19,BRASNORTE,MATO GROSSO,10.0,0.0,Cerrado,85.7
GOES-19,FLORIANO,PIAUÍ,7.0,0.0,Cerrado,114.9
GOES-19,FLORIANO,PIAUÍ,8.0,0.0,Caatinga,324.3
GOES-19,FLORIANO,PIAUÍ,7.0,0.0,Caatinga,341.2
GOES-19,DIAMANTINO,MATO GROSSO,9.0,0.0,Cerrado,117.9
GOES-19,SANTA RITA DE CÁSSIA,BAHIA,8.0,0.0,Cerrado,75.0
GOES-19,BAIANÓPOLIS,BAHIA,8.0,0.0,Cerrado,74.1
GOES-19,FLORIANO,PIAUÍ,8.0,0.0,Caatinga,103.2
GOES-19,FLORIANO,PIAUÍ,8.0,0.0,Caatinga,86.3
GOES-19,FLORIANO,PIAUÍ,8.0,0.0,Caatinga,58.8
GOES-19,FLORIANO,PIAUÍ,9.0,0.0,Caatinga,137.9
NOAA-20,BENEDITO LEITE,MARANHÃO,9.0,0.0,Cerrado,1.4
NOAA-20,SANTA RITA DE CÁSSIA,BAHIA,8.0,0.0,Cerrado,3.0
NOAA-20,CASA NOVA,BAHIA,1.0,0.0,Caatinga,1.1
NOAA-20,PORTALEGRE,RIO GRANDE DO NORTE,0.0,0.0,Caatinga,2.3
NOAA-20,SANTA RITA DE CÁSSIA,BAHIA,9.0,0.0,Cerrado,1.6
NOAA-21,MAJOR ISIDORO,ALAGOAS,5.0,0.0,Caatinga,1.1
NOAA-21,BENEDITO LEITE,MARANHÃO,9.0,0.0,Cerrado,1.3
NOAA-21,RIACHO FRIO,PIAUÍ,8.0,0.1,Cerrado,4.3
NOAA-21,BREJINHO DE NAZARÉ,TOCANTINS,7.0,0.0,Cerrado,3.4
NOAA-21,BREJINHO DE NAZARÉ,TOCANTINS,7.0,0.0,Cerrado,3.4
NOAA-21,SANTA RITA DE CÁSSIA,BAHIA,9.0,0.0,Cerrado,1.9
NOAA-21,SÃO GONÇALO DO ABAETÉ,MINAS GERAIS,11.0,0.0,Cerrado,1.0
NOAA-21,MARCELÂNDIA,MATO GROSSO,5.0,0.0,Amazônia,0.9
NOAA-21,COCOS,BAHIA,10.0,0.0,Cerrado,1.0
NOAA-21,PATOS DE MINAS,MINAS GERAIS,11.0,0.0,Cerrado,1.5
NOAA-21,DIAMANTINO,MATO GROSSO,10.0,0.0,Cerrado,3.2
NOAA-21,CLÁUDIA,MATO GROSSO,5.0,0.0,Amazônia,1.4
NOAA-21,CRISTALINA,GOIÁS,10.0,0.0,Cerrado,0.4
NOAA-21,BAIANÓPOLIS,BAHIA,8.0,0.0,Cerrado,0.7
NOAA-21,SETE LAGOAS,MINAS GERAIS,11.0,0.0,Cerrado,0.9
NOAA-21,MIMOSO DO SUL,ESPÍRITO SANTO,11.0,0.0,Mata Atlântica,0.5
NPP-375D,BENEDITO LEITE,MARANHÃO,9.0,0.0,Cerrado,2.3
NPP-375D,RIACHO FRIO,PIAUÍ,8.0,0.1,Cerrado,2.2
NPP-375D,BENEDITO LEITE,MARANHÃO,8.0,0.0,Cerrado,2.0
NPP-375D,FELIZ NATAL,MATO GROSSO,7.0,0.0,Amazônia,1.5
NPP-375D,PARANATINGA,MATO GROSSO,7.0,0.0,Amazônia,1.1
NPP-375D,GAÚCHA DO NORTE,MATO GROSSO,14.0,0.0,Amazônia,2.7
NPP-375D,GAÚCHA DO NORTE,MATO GROSSO,14.0,0.0,Amazônia,2.6
NPP-375D,BRASNORTE,MATO GROSSO,9.0,1.67,Cerrado,0.9
NPP-375D,IBIÁ,MINAS GERAIS,12.0,0.0,Cerrado,0.7
NOAA-20,DIAMANTINO,MATO GROSSO,10.0,0.0,Cerrado,15.7
NOAA-20,COCOS,BAHIA,10.0,0.0,Cerrado,1.8
NOAA-20,PARANATINGA,MATO GROSSO,7.0,0.0,Amazônia,1.9
NOAA-20,DIAMANTINO,MATO GROSSO,10.0,0.0,Cerrado,10.2
NOAA-20,PARANATINGA,MATO GROSSO,7.0,0.0,Amazônia,1.6
NOAA-20,DIAMANTINO,MATO GROSSO,10.0,0.0,Cerrado,15.7
TERRA_M-T,FORMOSA DO RIO PRETO,BAHIA,11.0,0.0,Cerrado,14.2
TERRA_M-T,FORMOSA DO RIO PRETO,BAHIA,11.0,0.0,Cerrado,16.4
GOES-19,PARANATINGA,MATO GROSSO,6.0,0.0,Amazônia,84.4
NPP-375,COCOS,BAHIA,10.0,0.0,Cerrado,59.5
NPP-375,ENCRUZILHADA,BAHIA,10.0,0.0,Mata Atlântica,4.4
NPP-375,MATEIROS,TOCANTINS,9.0,0.0,Cerrado,9.7
NPP-375,SURUBIM,PERNAMBUCO,16.0,0.0,Caatinga,3.6
NPP-375,PARNAGUÁ,PIAUÍ,8.0,0.0,Cerrado,5.0
NPP-375,SOLÂNEA,PARAÍBA,16.0,0.0,Caatinga,2.5
NOAA-20,PIRANHAS,ALAGOAS,4.0,0.0,Caatinga,2.7
NOAA-20,BARRA,BAHIA,8.0,1.86,Caatinga,25.2
NOAA-20,IBOTIRAMA,BAHIA,8.0,0.0,Caatinga,2.1
NOAA-20,SÃO DOMINGOS,GOIÁS,9.0,0.0,Cerrado,1.2
NOAA-20,SALGUEIRO,PERNAMBUCO,26.0,0.0,Caatinga,4.1
NOAA-20,ITAUEIRA,PIAUÍ,6.0,0.33,Cerrado,10.6
NOAA-20,MATEIROS,TOCANTINS,9.0,0.0,Cerrado,4.0
NOAA-20,PONTE ALTA DO TOCANTINS,TOCANTINS,8.0,0.0,Cerrado,7.4
NOAA-20,FLORIANO,PIAUÍ,8.0,0.47,Caatinga,4.5
NOAA-20,SUCUPIRA,TOCANTINS,8.0,0.0,Cerrado,3.1
NOAA-21,PALMA SOLA,SANTA CATARINA,0.0,5.5,Mata Atlântica,0.2
NOAA-21,QUIRINÓPOLIS,GOIÁS,12.0,0.1,Cerrado,8.8
NOAA-21,MATRINCHÃ,GOIÁS,7.0,0.0,Cerrado,11.4
NOAA-21,QUIRINÓPOLIS,GOIÁS,12.0,0.1,Cerrado,8.2
NOAA-21,IPAMERI,GOIÁS,12.0,0.0,Cerrado,7.4
NOAA-21,COCOS,BAHIA,10.0,0.0,Cerrado,39.0
NOAA-21,TANHAÇU,BAHIA,8.0,0.0,Caatinga,2.8
NOAA-21,COCOS,BAHIA,10.0,0.0,Cerrado,71.5
NOAA-21,PARANATINGA,MATO GROSSO,6.0,0.0,Amazônia,6.7
NOAA-21,PARANATINGA,MATO GROSSO,6.0,0.0,Amazônia,5.8
NOAA-21,MARCELÂNDIA,MATO GROSSO,5.0,0.0,Amazônia,22.8
NOAA-21,SANTA CARMEM,MATO GROSSO,5.0,0.0,Amazônia,10.0
NOAA-21,LAGOA DA CONFUSÃO,TOCANTINS,4.0,0.0,Cerrado,8.8
NOAA-21,ABREULÂNDIA,TOCANTINS,8.0,0.0,Cerrado,7.4
NOAA-21,FIGUEIRÓPOLIS,TOCANTINS,8.0,0.0,Cerrado,3.5
NOAA-21,LAGOA DA CONFUSÃO,TOCANTINS,5.0,0.0,Cerrado,4.7
NOAA-21,NOVA MUTUM,MATO GROSSO,5.0,0.0,Cerrado,9.3
NOAA-21,LAGOA DA CONFUSÃO,TOCANTINS,6.0,0.0,Cerrado,5.1
NOAA-21,MATEIROS,TOCANTINS,9.0,0.0,Cerrado,70.3
NOAA-21,ITAUEIRA,PIAUÍ,4.0,0.09,Cerrado,9.4
NOAA-21,DIAMANTINO,MATO GROSSO,10.0,0.0,Cerrado,13.2
NOAA-21,MIRACEMA DO TOCANTINS,TOCANTINS,5.0,0.0,Cerrado,14.2
NOAA-21,ITINGA DO MARANHÃO,MARANHÃO,7.0,2.78,Amazônia,2.5
NPP-375,IPAMERI,GOIÁS,12.0,0.0,Cerrado,6.7
NPP-375,PONTE ALTA DO TOCANTINS,TOCANTINS,8.0,0.0,Cerrado,10.5
NPP-375,MATEIROS,TOCANTINS,8.0,0.0,Cerrado,11.8
NPP-375,BRASNORTE,MATO GROSSO,10.0,1.85,Cerrado,4.1
NPP-375,PEIXOTO DE AZEVEDO,MATO GROSSO,8.0,0.0,Amazônia,11.2
NPP-375,PORANGATU,GOIÁS,8.0,0.0,Cerrado,8.9
NPP-375,PONTE ALTA DO TOCANTINS,TOCANTINS,8.0,0.0,Cerrado,7.0
NPP-375,FORMOSA DO RIO PRETO,BAHIA,11.0,0.0,Cerrado,14.7
NPP-375,NOVA UBIRATÃ,MATO GROSSO,6.0,0.0,Cerrado,12.1
NPP-375,CASEARA,TOCANTINS,8.0,0.0,Cerrado,8.8
NPP-375,MATEIROS,TOCANTINS,9.0,0.0,Cerrado,4.8
NPP-375,DIAMANTINO,MATO GROSSO,10.0,0.0,Cerrado,26.9
NPP-375,NATIVIDADE,TOCANTINS,7.0,2.79,Cerrado,6.9
NPP-375,DIVINÓPOLIS DO TOCANTINS,TOCANTINS,8.0,0.0,Cerrado,9.8
NPP-375,BONFIM,RORAIMA,2.0,0.3,Amazônia,16.4
NPP-375,BONFIM,RORAIMA,2.0,0.3,Amazônia,5.8
